Link,País,Preço_Sócio,Preço_Normal,Pontuação,Avaliações,Somelier,Decantação,Olfativo,Amadurecimento,Uvas,Gustativo,Visual,Harmonização,Temperatura,Safra,Seco,Teor_Alcoólico,Vinícola,Tipo,Potencial_Guarda,Região,Preços_Cat,Pontuação_Cat,Estoque_Cat,Pontos_Total
https://wine.com.br/vinhos/eclisse-la-roncaia-igt-venezia-giulia-branco-2015/prod17337.html,Itália,,,0.0,0.0,"Blend italiano com aromas de frutas brancas e cítricas frescas, notas vegetais e nuance de flores brancas. Em boca é exuberante, frutado, possui bom corpo e excelente frescor. Esse exemplar é elaborado pela vinícola familiar Fantinel, que dedica mais de quatro décadas à vitivinicultura em Friuli, região considerada umas das melhores para o cultivo de uvas brancas da Itália. Recebeu a Gold Medal no Concours Mondial Du Sauvignon, na França, em março de 2017.",,"Frutas brancas e cítricas frescas, notas vegetais e nuance de flores brancas.",,"Sauvignon Blanc, Picolit","Exuberante, de bom corpo, frutado, com excelente frescor.",Amarelo claro.,"Camarão na moranga, salmão assado com legumes, badejo com purê de mandioquinha, ceviche de linguado, bolinhos de camarão, sushi e sashimi.",9.0,2015.0,1,13.0,Fantinel,Branco,4.0,Friuli,,0,1,0.0
https://wine.com.br/vinhos/puerto-carmelo-tannat-2015/prod17343.html,Uruguai,,,4.0,1.0,"Frutas vermelhas e negras maduras, com toque de uvas passas, são os aromas desse tinto de paladar macio, com boa acidez, notas frutadas e saboroso final. Jovem e com um estilo moderno, esse exemplar expressa uma versão mais elegante da Tannat, a uva de maior destaque no terroir do Uruguai.",,"Frutas vermelhas e negras maduras, com toque de uvas passas.",,Tannat (100%),"Macio, com boa acidez, notas frutadas e saboroso final.",Rubi com reflexos violáceos.,"Iscas de filé acebolado, carne de panela com legumes, pernil assado com batatas, espaguete à carbonara, batata recheada com queijo e bacon, pizza de calabresa.",15.0,2015.0,1,13.5,Narbona,Tinto,6.0,Carmelo,,1,2,4.0
https://wine.com.br/vinhos/vina-san-pedro-1865-single-vineyard-carmenere-2015/prod17356.html,,,,0.0,0.0,"Carménère chileno com aromas de frutas negras maduras, como ameixas e cerejas aliadas às notas notas de pimentão assado, pimenta-preta, chocolate e baunilha. Em boca se mostra frutado, com boa estrutura, complexo, com taninos firmes e final saboroso. Esse exemplar é produzido no Valle del Maule com toda a expertise da Viña San Pedro e integra a linha 1865 Single Vineyard, que além de ser uma homenagem ao fundador da vinícola, origina vinhos elegantes, complexos e muito aromáticos, como esse tinto. A safra 2015 desse rótulo ganhou Medalha de Ouro na feira internacional 'Carménère al Mundo 2016'.",,"Frutas negras maduras, como ameixas e cerejas aliadas às notas notas de pimentão assado, pimenta-preta, chocolate e baunilha.",12 meses em barricas de carvalho francês (95%) e americano (5%).,Carménère (100%),"Frutado, com boa estrutura, complexo, com taninos firmes e final saboroso.",Rubi.,"Risoto de parmesão com iscas de mignon, mix de queijos e embutidos, bisteca com legumes, baião de dois, costela no bafo, queijos duros.",15.0,2015.0,1,14.5,Viña San Pedro,Tinto,6.0,,,0,2,0.0
https://wine.com.br/vinhos/santa-digna-reserva-cabernet-sauvignon-2015-187-5-m/prod17344.html,,,,0.0,0.0,"Tinto com aromas de frutas vermelhas frescas, com notas de especiarias doces e toque de tosta. Seu paladar é frutado, com especiaria e madeira em evidência, taninos presentes e final agradável. Elaborado pela Miguel Torres em uma das regiões mais famosas do Chile, esse exemplar é um charme para quem deseja presentear, ou mesmo degustar apenas uma taça.",15.0,"Frutas vermelhas frescas, com notas de especiarias doces e toque de tosta.",6 meses em barricas de carvalho francês e americano.,Cabernet Sauvignon (100%),"Frutado, com especiaria e madeira em evidência, taninos presentes e final agradável.",Rubi.,"Maminha grelhada, polenta de colher aos quatro queijos, bife de chorizo com batatas, penne à carbonara, pizzas variadas, canapés.",15.0,2015.0,1,13.5,Miguel Torres,Tinto,5.0,,,0,2,0.0
https://wine.com.br/vinhos/perez-cruz-gsm-d-o-valle-del-maipo-andes-2016/prod17345.html,,55.9,65.76,4.5,81.0,"Tinto com aromas frutados, como mirtilo e groselha, com toque de carvalho e nuance de especiarias, com destaque para pimenta. Em boca se mostra com corpo de médio para encorpado, frutado, com toque de especiarias, bom frescor, taninos presentes e boa persistência. Esse vinho tem origem nos vinhedos de Potrero Seco, em Fundo Liguai de Huelquen, no prestigioso Valle del Maipo. Por lá, as uvas Grenache, Syrah e Mourvèdre se destacam majestosamente. Surpreenda-se!",20.0,"Mirtilo, groselha, carvalho, especiarias, floral",8 meses em barricas de carvalho francês.,"Grenache (55%), Syrah (25%), Mourvèdre (20%)","Corpo de médio para encorpado, frutado, especiarias, fresco, taninos presentes, boa persistência",Rubi,"Chorizo assado, empanadas, carne-seca com abóbora, risoto bacon e tomate seco, costela de tira, e queijos semiduros.",15.0,2016.0,1,14.0,Pérez Cruz,Tinto,5.0,,2,2,2,364.5
https://wine.com.br/vinhos/neethlingshof-estate-shiraz-2014/prod17367.html,África do Sul,,,4.0,4.0,"Com aroma de frutas vermelhas, pimenta, toque herbáceo e de tabaco, este tinto possui um paladar frutado, encorpado, com taninos presentes e bom final. Este rótulo é elaborado pela vinícola sul-africana Neethlingshof, que produz uvas há mais de 300 anos. Temos aqui um vinho que tem ao mesmo tempo qualidade e história.",20.0,"Frutas vermelhas, pimenta, herbáceo, tabaco","14 meses em barricas de carvalho, sendo 85% francês e 15% americano.",Shiraz (100%),"Frutado, encorpado, taninos presentes, bom final.",Rubi intenso.,"Assado de abóbora com carne seca, bife de tira ao chimichurri, lasanha de calabresa e bacon gratinada, pizza de presunto cru com tomate e pecorino, hambúrguer de berinjela e pistache ao pesto, queijos duros.",16.0,2014.0,1,14.0,Neethlingshof Estate,Tinto,7.0,Stellenbosch,,1,2,16.0
https://wine.com.br/vinhos/perez-cruz-limited-edition-syrah-2015/prod17349.html,,,,4.5,7.0,"Tinto com aromas de frutas vermelhas maduras, envolvente nota de pimenta-branca, toque de caixa de charuto, especiarias doces e incenso. Em boca, se mostra com bom corpo, frutado, amadeirado, complexo, com acidez agradável, taninos macios e bom final. 2015 foi a terceira safra elaborada desse exemplar que, apesar de ser chileno, possui alma francesa, mais especificamente da região do Rhône. Essas características podem ser notadas desde as uvas que o compõem, que são a Syrah, a Garnacha e a Mourvèdre, às características sensoriais.",,"Frutas vermelhas maduras, pimenta branca, caixa de charuto, especiarias doces, incenso.",14 meses em barricas de carvalho francês.,"Syrah (92%), Garnacha (5%), Mourvèdre (3%)","Bom corpo, frutado, amadeirado, complexo, acidez agradável, taninos macios, bom final.",Rubi intenso.,"Massa ao sugo com tiras de mignon, angus com batata rústica, ossobuco com polenta, risoto de paio com couve frita, lasanha de cogumelos, leitão a pururuca.",16.0,2015.0,1,14.0,Pérez Cruz,Tinto,8.0,,,1,2,31.5
https://wine.com.br/vinhos/chateau-lafoux-rose-2015/prod17353.html,França,,,0.0,0.0,"Rosé com deliciosos aromas de frutas vermelhas frescas, notas de lichia e toque floral. Seu paladar se mostra frutado, elegante, com acidez crocante e boa presença em boca. Esse exemplar é elaborado pelo Château Lafoux, em Provence, região mais famosa na produção de rosés do mundo. Nesse blend encontramos a harmonia da Grenache, a boa presença e frescor aromático da Cinsault e Syrah, e a Rolle e Clairette trazendo equilíbrio e complexidade.",,"Frutas vermelhas frescas, notas de lichia e toque floral. ",,"Grenache (45%), Cinsault (35%), Syrah (10%), Rolle (5%), Clairette (5%)","Frutado, elegante, com acidez crocante e boa presença em boca.",Rosa claro.,"Ceviche de polvo, bruschetta caprese, bobó de camarão, risoto de bacalhau, carpaccio de atum, quiche de palmito.",9.0,2015.0,1,13.0,Château Lafoux,Outros,3.0,Provence,,0,1,0.0
https://wine.com.br/vinhos/ventisquero-clasico-syrah-2016/prod17366.html,,,,0.0,0.0,"Syrah com aromas de frutas vermelhas maduras, como cerejas e ameixas, com notas de especiarias picantes e nuance defumada. Seu paladar se mostra frutado, com notas de especiarias, bom corpo, taninos presentes e final agradável. Liderados por uma equipe de enólogos jovem, criativa e empreendedora, a produção da Viña Ventisquero foi iniciada no ano 2000. A linha Clássico, além de forte no mercado, é voltada para momentos do dia-a-dia e diversas harmonizações.",,"Frutas vermelhas maduras, como cerejas e ameixas, com notas de especiarias picantes e nuance defumada.","50% do vinho amadureceu 6 meses em barricas de carvalho, seguidos por 6 meses em garrafas.",Syrah (100%),"Frutado, com notas de especiarias, bom corpo, taninos presentes e final agradável.",Rubi.,"Batata recheada com queijo e bacon, ensopado de carne com legumes, polenta mole com molho de frango, carne-seca com abóbora, arroz de forno, mix de queijos e embutidos.",15.0,2016.0,0,12.5,Viña Ventisquero,Tinto,5.0,,,0,2,0.0
https://wine.com.br/vinhos/vini-farnese-fantini-montepulciano-dabruzzo-doc-2015/prod17352.html,Itália,,,5.0,1.0,"Com aroma de frutas vermelhas e negras, com delicadas nuances de baunilha, esse tinto possui um paladar fresco, com bom corpo, taninos macios e notas frutadas. Esse exemplar é elaborado com a uva Montepulciano, um dos destaques da região italiana de Abruzzo. Edificada em 1538, a vinícola Farnese já pertenceu a um casal de príncipes, que juntos decidiram produzir vinhos para servir nos grandes banquetes da corte europeia.",,"Frutas vermelhas e negras, com delicadas nuances de baunilha. ",,Montepulciano (100%),"Fresco, com bom corpo, taninos macios e notas frutadas.",Rubi.,"Picanha na manteiga com batatas, penne à bolonhesa, berinjela à parmegiana, couve-flor gratinada, risoto de queijo, pizzas variadas.",15.0,2015.0,0,13.0,Farnese,Tinto,4.0,Abruzzo,,1,1,5.0
https://wine.com.br/vinhos/clos-de-los-siete-by-michel-rolland-2014/prod17339.html,Argentina,,,4.5,48.0,"Tinto encorpado, saboroso, aveludado, taninos macios, acidez agradável, final longo, envolto por aromas de frutas maduras, como ameixas e amoras, tostado, com toque de especiarias, baunilha e traço terroso, é hoje um ícone argentino de sucesso internacional. Nasceu de um projeto do enólogo e consultor internacional Michel Rolland, que, encantado pelo terroir argentino, uniu-se a produtores daquele país para elaborarem juntos um grande vinho.",,"Frutas maduras, especiarias, tosta, pimenta, baunilha, terroso",70% do vinho amadureceu 11 meses em barricas de carvalho francês e os outros 30% em garrafas.,"Syrah (8%), Malbec (53%), Petit Verdot (4%), Merlot (23%), Cabernet Sauvignon (12%)","Encorpado, saboroso, aveludado, taninos macios, acidez agradável, final longo",Rubi intenso,"Assado de tira, carré de cordeiro, risoto de funghi, medalhão de filé-mignon, espaguete all'amatriciana, e queijos semiduros.",15.0,2014.0,1,14.5,Clos de los Siete,Tinto,10.0,Mendoza,,2,2,216.0
https://wine.com.br/vinhos/flor-de-crasto-doc-douro-2015/prod17341.html,Portugal,,,3.0,1.0,"Tinto frutado, com aromas de frutas e flores, e um paladar sedoso, fresco e elegante. Produzido apenas para alguns países do mercado internacional, este vinho foi idealizado para ter um estilo moderno, e assim agradar facilmente a diversos paladares, focado na expressão dos aromas frutados e sem amadurecimento em carvalho par evitar sua interferência. A palavra Crasto, que integra o nome da vinícola e o desse vinho, deriva do latim ""castrum"" e significa ""forte romano"".",,Frutas como framboesas e ameixas e suaves notas florais.,,"Tinta Roriz, Touriga Franca, Touriga Nacional","Frutado e elegante, com bom frescor, boa estrutura e taninos sedosos.",Vermelho rubi com tons violáceos.,"Iscas de filé acebolado, costelinha suína assada, risoto de carne seca, panqueca salgada, lasanha de berinjela com queijo, queijos semiduros.",15.0,2015.0,1,13.5,Quinta do Crasto,Tinto,5.0,Douro,,1,2,3.0
https://wine.com.br/vinhos/miolo-gamay-2017/prod17361.html,Brasil,,,2.5,4.0,"Frutas vermelhas frescas como morango, cereja e framboesa, são os aromas desse tinto de paladar leve e com boa acidez. O vinho da variedade Gamay é o primeiro a ser lançado no mundo todos os anos, logo após o final das colheitas. A safra 2017 desse exemplar é uma referência ao francês Beaujolais Nouveau, devido a semelhança da uva e das características de aroma e paladar.",,"Frutas vermelhas frescas como morango, cereja e framboesa.","Não amadurece, é engarrafado logo após a estabilização.",Gamay (100%),"Leve, com boa acidez e notas de frutas frescas.",Rubi com reflexos violáceos.,"Salmão grelhado, espaguete com almôndegas, frango à passarinho, sanduíche de rosbife, lasanha de berinjela, queijos semimoles como emmental.",12.0,2017.0,1,11.0,Miolo,Tinto,3.0,Campanha Gaúcha,,1,1,10.0
https://wine.com.br/vinhos/lidio-carraro-faces-tinto-2016/prod17364.html,Brasil,,,4.0,1.0,"Cereja, amora, cassis e ameixa, com notas de especiarias, são os aromas desse tinto de paladar fresco, macio e com boa presença em boca. Com o lema ""Feito no Brasil para todas as nações"", esse saboroso vinho da Lidio Carraro traz um estilo versátil, que pode ser consumido em diversos momentos. Localizada no sul do país, a Lidio Carraro é uma vinícola boutique inspirada na busca pela identidade e excelência do vinho brasileiro. Todo o seu processo é conduzido com o mínimo de interferência e o máximo respeito à expressão natural da uva e do terroir de origem.",,"Cereja, amora, cassis e ameixa, com notas de especiarias.",,"Merlot (75%), Tannat (15%), Cabernet Sauvignon (10%)","Fresco, macio e com boa presença em boca.",Rubi.,"Iscas de filé acebolado, pizza de calabresa, salgadinhos como quibe e bolinha de queijo fritos, espaguete à bolonhesa, bruschetta quatro queijos, empada de bacon.",15.0,2016.0,1,13.0,Lidio Carraro,Tinto,4.0,Encruzilhada do Sul ,,1,1,4.0
https://wine.com.br/vinhos/domaines-perrin-la-vieille-ferme-rouge-2015/prod17351.html,França,,,0.0,0.0,"Um tinto de aromas de frutas como amoras e groselhas, sobre notas de pimenta e especiarias. De paladar leve, fresco e sedoso. Este belo representante do Vale do Rhône, que agrada com facilidade a diversos paladares, é elaborado pela Domaines Perrin, vinícola cujo prestígio adquirido ao longo dos anos garantiu se lugar na PFV (Primum Familiae Vini), associação formada por 11 dos maiores produtores de vinho do mundo, entre eles o Château Mouton-Rotschild, e o espanhol Vega Sicilia.",,"Traz frutas como amoras e groselhas, sobre suaves notas de pimenta e especiarias.",15% do vinho tem estágio em carvalho durante 10 meses.,"Grenache, Carignan, Cinsault, Syrah","Leve e fresco, com taninos sedosos e boa persistência.",Vermelho rubi.,"Frango ao molho pardo, steak tartare, carpaccio, paillard de filé mignon com molho picante, conchiglione ao sugo recheado com ricota e ervas, risoto de tomate seco, queijos como samsoe, edam, gouda, bel paese e fontina,",15.0,2015.0,1,13.0,Famille Perrin,Tinto,5.0,Vallée du Rhône,,0,2,0.0
https://wine.com.br/vinhos/beni-di-batasiolo-riserva-d-o-c-g-barolo-2007/prod17323.html,Itália,,,0.0,0.0,"Um Barolo típico, com aromas de compota de frutas, castanhas torradas, com toque floral e terroso, dono de um paladar encorpado, acidez presente, taninos firmes, com boa persistência. Traz no rótulo um nome de longa tradição e importância no Piemonte, o Batasiolo. Esta vinícola, internacionalmente reconhecida, leva ao mundo a bandeira da sua região de origem, elaborando vinhos em várias denominações do Piemonte, entre elas a mais famosa, Barolo. E é desta região este exemplar, constituído por um blend de vários vinhedos de Nebbiolo dentro da denominação, de forma a alcançar elegância e tipicidade, gerando um vinho de qualidade consistente safra após safra.",,"Compota de frutas, castanhas torradas, floral, terroso","Minimo de 30 meses em barris de carvalho eslavo, depois em tanques de inox.",Nebbiolo (100%),"Encorpado, acidez presente, taninos firmes, boa persistência",Rubi com reflexo granada,"Bisteca bovina grelhada, medalhão de javali ao molho de funghi porcini, paleta de cordeiro ao forno, costelette di vitello alla valdostana, penne ao molho de cotechino, queijos semiduros.",17.0,2007.0,1,15.0,Beni di Batasiolo,Tinto,15.0,Barolo,,0,3,0.0
https://wine.com.br/vinhos/quinta-da-romeira-prova-regia-arinto-2016/prod17332.html,Portugal,,,3.5,7.0,"Frutas tropicais, toque cítrico e mineral, são os aromas desse branco de paladar leve, com boa acidez, notas frutadas e minerais. Esse exemplar é produzido com a Arinto, uma uva branca nativa de Portugal, considerada uma das mais antigas do país. A linha Prova Régia lidera o mercado de vinhos brancos na região de Lisboa.",,"Frutas tropicais, cítrico, mineral",Curto estágio em garrafa.,Arinto (100%),"Leve, boa acidez, frutado, mineral",Amarelo-claro,"Filé de peixe empanado, moqueca com pirão, galeto assado, sardinha na brasa, camarão frito, salada caprese.",8.0,2016.0,1,12.5,Quinta da Romeira,Branco,4.0,Lisboa,,1,1,24.5
https://wine.com.br/vinhos/dadivas-tempranillo-2016/prod17362.html,Brasil,,,4.0,1.0,"Tinto com cativantes aromas de frutas vermelhas em compota, notas de chocolate, café, delicadamente defumado e com nuance amendoada. Em boca se mostra denso, elegante, frutado, taninos maduros e final tostado. Esse exemplar foi elaborado pela famosa vinícola brasileira Lidio Carraro, que elabora seus vinhos de maneira purista, com mínima intervenção em sua vinificação para a máxima expressão do vinho. Pelo seu trabalho de excelente qualidade, foi eleita pelo renomado crítico Steven Spurrier, da Decanter Magazine, a melhor vinícola brasileira.",,"Frutas vermelhas em compota, notas de chocolate, café, delicadamente defumado e com nuance amendoada. ",,Tempranillo (100%),"Denso, elegante, frutado, taninos maduros e final tostado.",Rubi com reflexos violáceos.,"Frango caipira com polenta, risoto de cogumelos, tutu à mineira, rabada com batatas, mix de queijos e embutidos, petit gâteau de chocolate amargo.",15.0,2016.0,1,13.5,Lidio Carraro,Tinto,6.0,Encruzilhada do Sul ,,1,2,4.0
https://wine.com.br/vinhos/perez-cruz-c-m-2015/prod17346.html,,,,4.5,3.0,"Um tinto nascido de um blend pouco usual, com as uvas Carménère e Malbec, rico em aromas de frutas, com nuances de tosta, traços vegetais e de especiarias, e que em boca apresenta-se frutado, de corpo médio, macio e com boa acidez. Aqui a ideia da Péres Cruz foi criar um vinho realmente especial, que reunisse em sua expressão tanto as características do Valle del Maipo quanto a tipicidade das uvas que o compõe. Um exemplar incomum e cativante.",,"Frutas frescas, amora, ameixa, tosta, vegetal, especiarias",12 meses em barricas de carvalho (60%) americano e (40%) francês.,"Carménère, Malbec","Frutado, corpo médio, boa acidez, taninos macios, bom final",Rubi intenso,"Fraldinha assada com crosta de purê de batata, linguine com ragu de linguiça calabresa, paella caipira, quiche de cebola caramelada, tomates assados recheados de ricota com pão italiano e ervas, e queijos semiduros.",16.0,2015.0,1,14.0,Pérez Cruz,Tinto,10.0,,,1,2,13.5
https://wine.com.br/vinhos/conde-de-altava-crianza-d-o-ca-rioja-2014/prod17330.html,Espanha,,,3.5,10.0,"Tinto espanhol que encanta pelos aromas de frutas maduras, notas de tosta e de pimenta-preta. Seu paladar se mostra frutado, com corpo de médio a encorpado, com taninos macios e boa acidez. Esse exemplar foi elaborado a partir dos vinhedos da família em uma das áreas mais prestigiadas dentro de Rioja, onde a vinha de Tempranillo possui idade média de 30 anos e conta com a assinatura do enólogo Joseba Casado Morales.",30.0,"Frutas maduras, tosta, baunilha, pimenta preta.","12 meses em barricas de carvalho francês (80%) e americano (20%), seguido por 6 meses em garrafas, nas caves.",Tempranillo (100%),"Corpo de médio a encorpado, frutado, taninos macios, boa acidez. ",Rubi com reflexos violáceos.,"Lasanha aos quatro queijos, contra-filé Angus ao molho rôti, nhoque ao ragu de rabada, paella de legumes, picanha suína com batatas, risoto de costela desfiada.",16.0,2014.0,1,13.5,Bodegas y Viñedos Casado Morales,Tinto,8.0,Rioja,,2,2,35.0
https://wine.com.br/vinhos/poggiotondo-igt-toscana-rosso-2015/prod17355.html,Itália,,,0.0,0.0,"Frutas vermelhas, nuances de especiarias e tomilho são os aromas desse tinto macio, fresco, com bom corpo e notas frutadas. Elaborado na Toscana com as uvas Sangiovese e Canaiolo, esse rótulo é classificado como vinho orgânico no Brasil. Para obter o selo oficial do Ministério da Agricultura do nosso país, uma equipe especializada brasileira precisa ir até a origem do produto, em uma época específica do ciclo da videira, e realizar uma série de análises para comprovar que o produto segue todas as normas exigidas.",,"Frutas vermelhas como framboesa, cereja e amora, nuances de especiarias e tomilho. ",,"Sangiovese (70%), Canaiolo (30%)","Macio, fresco, com bom corpo e notas frutadas. ",Rubi.,"Bife à rolê com batatas, penne com ragu de linguiça, maminha churrasqueada, estrogonofe de carne, galinha ao molho pardo, queijos como minas curado, gouda, gruyere e monterey jack.",15.0,2015.0,1,13.5,Poggiotondo,Tinto,4.0,Toscana,,0,1,0.0
https://wine.com.br/vinhos/terrazas-de-los-andes-reserva-mendoza-malbec-2013-375-ml/prod17249.html,Argentina,,,0.0,0.0,"Estruturado, equilibrado, com taninos presentes e notas de frutas maduras tanto no aroma quanto no palato, este Malbec é proveniente de vinhedos selecionados e de colheita manual. A linha Terrazas de los Andes Reserva se destaca por vinhos complexos e de intensidade aromática.",,"Frutas vermelhas e negras maduras, como amora, ameixa, cereja e framboesa, com notas florais, presença de tosta, café e chocolate.","12 a 14 meses em barricas de carvalho francês, seguidos de 6 meses em garrafa.",Malbec (100%),"Estruturado, equilibrado, com taninos presentes, notas de baunilha e frutas maduras.",Púrpura.,"Picanha suína, espaguete à bolonhesa, batata de forno, bife à rolê, abobrinha gratinada, estrogonofe de mignon.",15.0,2013.0,1,14.5,Terrazas de los Andes,Tinto,5.0,Mendoza,,0,2,0.0
https://wine.com.br/vinhos/terrazas-reserva-chardonnay-2015/prod17244.html,Argentina,,,0.0,0.0,"Rico em aroma de frutas como peras e abacaxis, com notas cítricas e de pão, avelãs, baunilha, além de ter um paladar fresco e de boa estrutura, este chardonnay é elaborado com uvas de vinhedos de altitude, no Valle de Uco, que chegam a 1250 metros acima do nível do mar.Tendo a altitude como fator influenciador, esta variedade alcança excelente concentração aromática, frescor e sabor intenso. A vinícola Terrazas de Los Andes que o produz, situada aos pés da Cordilheira dos Andes na Argentina, pertence ao importante grupo internacional de vinhos e produtos de luxo Louis Vuitton Moët Hennessy. Este exemplar foi avaliado com 92 pontos pelo crítico de vinhos Tim Atkin.",,"Frutas como peras, pêssegos e abacaxis, com notas cítricas e toques de pão, avelã e baunilha.","8 meses, parte em barricas de carvalho, parte em tanques de aço inox.",Chardonnay (100%),"Tem boa estrutura, é fresco e frutado, elegante, equilibrado e de boa persistência.",Amarelo claro com tons dourados.,"Bacalhau ao forno, mariscada, quiche de frango com palmito, cozinha japonesa, salada à juliana, e queijos frescos.",10.0,2015.0,1,14.5,Terrazas de los Andes,Branco,7.0,Valle de Uco,,0,2,0.0
https://wine.com.br/vinhos/cloudy-bay-chardonnay-2013/prod17251.html,,,,4.0,1.0,"Um Chardonnay pontuado e excepcional que faz jus ao seu terroir de origem e digno de exibir o nome da renomada Cloudy Bay, vinícola que figura entre as mais importantes da Nova Zelândia.",,"Frutas brancas maduras, com notas de pêssego e castanha de caju, de nuance cítrica e leve floral.",12 meses em barricas de carvalho.,Chardonnay (100%),"Estruturado, complexo, com presença frutada e notas de tosta.",Amarelo-claro.,"Robalo com crosta de castanha de caju, paella de frutos do mar, ostras gratinadas, risoto de vieiras e camarões, salmão assado na manteiga de ervas, queijos frescos.",10.0,2013.0,1,14.0,Cloudy Bay,Branco,6.0,,,1,2,4.0
https://wine.com.br/vinhos/beni-di-batasiolo-d-o-c-piemonte-rosato-2016/prod17322.html,Itália,,,0.0,0.0,"Rosé que encanta nos aromas de frutas vermelhas frescas, como cereja, morango, framboesa e delicada nota floral. Seu paladar se mostra elegante, fresco, leve e com boa presença de frutas vermelhas. Esse exemplar é um blend de três uvas muito representativas da região do Piemonte, a Barbera, Dolcetto e Nebbiolo, e é elaborado com toda a expertise da Beni di Batasiolo.",,"Cereja, morango, framboesa, floral.",2 meses sobre as borras finas em tanques de aço inox.,"Dolcetto, Nebbiolo, Barbera","Elegante, fresco, leve, frutas vermelhas.",Rosa claro.,"Risoto de camarão, sashimi, sushi, salada niçoise, moqueca de camarão, tartare de salmão, queijos frescos.",8.0,2016.0,1,13.0,Beni di Batasiolo,Outros,3.0,Piemonte,,0,1,0.0
https://wine.com.br/vinhos/toro-loco-crianza-2014/prod17256.html,Espanha,,,3.5,30.0,"O Toro Loco Crianza traz aromas de frutas maduras como cerejas e groselhas, com toques de chocolate e pimenta. Em boca, possui bom corpo, taninos macios e acidez agradável, com final frutado mesclado a notas amadeiradas. Os vinhos tintos da D.O. Utiel-Requena que recebem o nome ""Crianza"" no rótulo precisam amadurecer pelo menos 2 anos, sendo, no mínimo, 6 meses em barricas de carvalho. É uma regra imposta na legislação que os produtores devem seguir à risca.",10.0,"Frutas maduras como cerejas e groselhas, com toques de chocolate e pimenta.",6 meses em barricas de carvalho.,"Tempranillo (90%), Cabernet Sauvignon (10%)","Bom corpo, taninos macios e acidez agradável, com final frutado mesclado a notas amadeiradas.",Vermelho rubi.,"Costela bovina com mandioca, maminha churrasqueada, picanha invertida, joelho de porco à pururuca, espaguete ao sugo com tofu defumado, e queijos semiduros.",15.0,2014.0,1,12.5,BVC Bodegas,Tinto,7.0,Utiel,,2,2,105.0
https://wine.com.br/vinhos/gerard-bertrand-i-g-p-pays-d-oc-gris-blanc-rose-2016/prod17342.html,França,,,0.0,0.0,"Frutas vermelhas frescas e nuances de flores brancas são os aromas desse rótulo de paladar leve, com acidez presente e final agradável. Com um estilo que expressa a delicadeza dos rosés do sul da França, esse exemplar é assinado por Gérard Bertrand um dos grandes nomes do mundo do vinho.",,"Frutas vermelhas frescas, flores brancas.",Em tanques de aço inox sobre as borras.,"Grenache , Grenache Noir","Leve, acidez presente, final agradável.",Rosa claro.,"Camarões à provençal, risoto de lagosta, nhoque com presunto e molho rosé, pizza caprese, talharim à jardineira, queijos como brie, camembert, emmental e gouda.",10.0,2016.0,1,12.5,Gérard Bertrand,Outros,3.0,Languedoc,,0,1,0.0
https://wine.com.br/vinhos/terrazas-de-los-andes-reserva-syrah-2013/prod17248.html,Argentina,,,0.0,0.0,"Frutas vermelhas maduras, como ameixa e groselha, com notas de pimenta-preta e tosta. No paladar se mostra frutado, com notas de especiarias, taninos presentes e bom corpo. Esse Syrah é elaborado pela Terrazas de Los Andes a 950 metros de altitude, nos arredores da Cordilheira dos Andes.",,"Frutas vermelhas maduras, como ameixa e groselha, com notas de pimenta-preta e tosta.",12 meses em barricas de carvalho francês e americano.,Syrah (100%),"Frutado, com notas de especiarias, taninos presentes e bom corpo.",Rubi brilhante.,"Carne-seca com abóbora, risoto de linguiça fresca, pizza de calabresa ou pepperoni, penne ao sugo, lasanha de berinjela, arroz carreteiro.",15.0,2013.0,1,14.5,Terrazas de los Andes,Tinto,5.0,Mendoza,,0,2,0.0
https://wine.com.br/vinhos/champagne-la-grande-dame-2006/prod17242.html,França,,,0.0,0.0,"Elaborado pelo método tradicional, esse champagne de paladar saboroso e persistente foi pontuado com 94 Wine Spectator e 94 Wine Enthusiast. Desenvolvido em 1972 para celebrar o bicentenário da Veuve Clicquot, esse rótulo é uma homenagem a Madame Clicquot, também conhecida por ""La Grande Dame de Champagne"".",,"Frutas brancas, com notas de frutas secas, damasco, amêndoas e toque de fermento.",Sobre as borras finas.,"Pinot Noir (53%), Chardonnay (47%)","Cremoso, fresco, com boa presença em boca, notas de brioche e tosta, final saboroso e persistente.",Amarelo-claro com reflexos dourados.,"Lagosta gratinada, ostras frescas, risoto de frutos do mar, fettuccine com camarão ao molho branco, steak tartare, posta de bacalhau ao forno.",9.0,2006.0,0,12.5,Veuve Clicquot,Outros,15.0,Champagne,,0,3,0.0
